player_champion,player_lane,grupo_maestria,binary_win
Lissandra,MIDDLE,Baixa,0.5287356321839081
Lissandra,NONE,Alta,0.7058823529411765
Lissandra,NONE,Baixa,0.3333333333333333
Lissandra,TOP,Alta,0.45454545454545453
Lissandra,TOP,Baixa,0.5
Lucian,BOTTOM,Alta,0.5707547169811321
Lucian,BOTTOM,Baixa,0.4674329501915709
Lucian,JUNGLE,Alta,0.6666666666666666
Lucian,JUNGLE,Baixa,0.0
Lucian,MIDDLE,Alta,0.5
Lucian,MIDDLE,Baixa,0.4318181818181818
Lucian,NONE,Alta,0.5681818181818182
Lucian,NONE,Baixa,0.3898305084745763
Lucian,TOP,Alta,0.6666666666666666
Lucian,TOP,Baixa,0.5833333333333334
Lulu,BOTTOM,Alta,0.5322245322245323
Lulu,BOTTOM,Baixa,0.509090909090909
Lulu,JUNGLE,Alta,0.5
Lulu,JUNGLE,Baixa,0.5
Lulu,MIDDLE,Alta,0.52
Lulu,MIDDLE,Baixa,0.625
Lulu,NONE,Alta,0.5740740740740741
Lulu,NONE,Baixa,0.5833333333333334
Lulu,TOP,Alta,0.5
Lulu,TOP,Baixa,1.0
Lux,BOTTOM,Alta,0.5274725274725275
Lux,BOTTOM,Baixa,0.3877551020408163
Lux,JUNGLE,Alta,0.6
Lux,JUNGLE,Baixa,1.0
Lux,MIDDLE,Alta,0.5158730158730159
Lux,MIDDLE,Baixa,0.4634146341463415
Lux,NONE,Alta,0.6190476190476191
Lux,NONE,Baixa,0.4807692307692308
Lux,TOP,Alta,0.6666666666666666
Lux,TOP,Baixa,0.4166666666666667
Malphite,BOTTOM,Baixa,0.5
Malphite,JUNGLE,Alta,0.0
Malphite,JUNGLE,Baixa,0.5714285714285714
Malphite,MIDDLE,Alta,0.42857142857142855
Malphite,MIDDLE,Baixa,0.3939393939393939
Malphite,NONE,Alta,0.6
Malphite,NONE,Baixa,0.5263157894736842
Malphite,TOP,Alta,0.6206896551724138
Malphite,TOP,Baixa,0.5339805825242718
Malzahar,BOTTOM,Baixa,1.0
Malzahar,JUNGLE,Baixa,1.0
Malzahar,MIDDLE,Alta,0.5909090909090909
Malzahar,MIDDLE,Baixa,0.5068493150684932
Malzahar,NONE,Alta,0.5454545454545454
Malzahar,NONE,Baixa,0.5
Malzahar,TOP,Alta,0.8571428571428571
Malzahar,TOP,Baixa,0.42857142857142855
Maokai,BOTTOM,Alta,0.6666666666666666
Maokai,BOTTOM,Baixa,0.5
Maokai,JUNGLE,Alta,0.38095238095238093
Maokai,JUNGLE,Baixa,0.2692307692307692
Maokai,MIDDLE,Alta,1.0
Maokai,MIDDLE,Baixa,1.0
Maokai,NONE,Alta,0.2
Maokai,NONE,Baixa,0.5925925925925926
Maokai,TOP,Alta,0.5882352941176471
Maokai,TOP,Baixa,0.54
MasterYi,BOTTOM,Alta,1.0
MasterYi,BOTTOM,Baixa,0.0
MasterYi,JUNGLE,Alta,0.6033057851239669
MasterYi,JUNGLE,Baixa,0.4230769230769231
MasterYi,NONE,Alta,0.625
MasterYi,NONE,Baixa,0.6666666666666666
MasterYi,TOP,Alta,0.5
MasterYi,TOP,Baixa,0.0
Milio,BOTTOM,Alta,0.5787234042553191
Milio,BOTTOM,Baixa,0.4939759036144578
Milio,JUNGLE,Alta,1.0
Milio,JUNGLE,Baixa,0.5
Milio,MIDDLE,Alta,0.625
Milio,MIDDLE,Baixa,0.3333333333333333
Milio,NONE,Alta,0.4
Milio,NONE,Baixa,0.32142857142857145
Milio,TOP,Alta,1.0
Milio,TOP,Baixa,0.0
MissFortune,BOTTOM,Alta,0.5668789808917197
MissFortune,BOTTOM,Baixa,0.43859649122807015
MissFortune,JUNGLE,Alta,0.5
MissFortune,JUNGLE,Baixa,0.6666666666666666
MissFortune,MIDDLE,Alta,0.5882352941176471
MissFortune,MIDDLE,Baixa,0.8333333333333334
MissFortune,NONE,Alta,0.627906976744186
MissFortune,NONE,Baixa,0.5333333333333333
MissFortune,TOP,Alta,0.2
MissFortune,TOP,Baixa,1.0
MonkeyKing,JUNGLE,Alta,0.40298507462686567
MonkeyKing,JUNGLE,Baixa,0.5543478260869565
MonkeyKing,MIDDLE,Alta,0.5
MonkeyKing,MIDDLE,Baixa,0.75
MonkeyKing,NONE,Alta,0.28
MonkeyKing,NONE,Baixa,0.6
MonkeyKing,TOP,Alta,0.5581395348837209
MonkeyKing,TOP,Baixa,0.5217391304347826
Mordekaiser,JUNGLE,Alta,0.5
Mordekaiser,JUNGLE,Baixa,0.2916666666666667
Mordekaiser,MIDDLE,Alta,0.3333333333333333
Mordekaiser,MIDDLE,Baixa,0.42857142857142855
Mordekaiser,NONE,Alta,0.5789473684210527
Mordekaiser,NONE,Baixa,0.3055555555555556
Mordekaiser,TOP,Alta,0.4634146341463415
Mordekaiser,TOP,Baixa,0.4270833333333333
Morgana,BOTTOM,Alta,0.2222222222222222
Morgana,BOTTOM,Baixa,0.46808510638297873
Morgana,JUNGLE,Alta,0.3333333333333333
Morgana,JUNGLE,Baixa,0.47058823529411764
Morgana,MIDDLE,Alta,0.4
Morgana,MIDDLE,Baixa,0.6666666666666666
Morgana,NONE,Alta,0.6
Morgana,NONE,Baixa,0.45454545454545453
Morgana,TOP,Alta,1.0
Morgana,TOP,Baixa,0.25
Naafiri,BOTTOM,Baixa,0.0
Naafiri,JUNGLE,Alta,0.0
Naafiri,JUNGLE,Baixa,0.5
Naafiri,MIDDLE,Alta,0.6666666666666666
Naafiri,MIDDLE,Baixa,0.3870967741935484
Naafiri,NONE,Alta,0.0
Naafiri,NONE,Baixa,0.4
Naafiri,TOP,Alta,0.5
Naafiri,TOP,Baixa,0.16666666666666666
Nami,BOTTOM,Alta,0.5472222222222223
Nami,BOTTOM,Baixa,0.4970414201183432
Nami,JUNGLE,Baixa,0.0
Nami,MIDDLE,Alta,0.631578947368421
Nami,MIDDLE,Baixa,0.6666666666666666
Nami,NONE,Alta,0.5694444444444444
Nami,NONE,Baixa,0.391304347826087
Nami,TOP,Alta,0.14285714285714285
Nami,TOP,Baixa,0.4
Nasus,BOTTOM,Baixa,0.75
Nasus,JUNGLE,Alta,0.7333333333333333
Nasus,JUNGLE,Baixa,0.2857142857142857
Nasus,MIDDLE,Alta,1.0
Nasus,MIDDLE,Baixa,0.3
Nasus,NONE,Alta,0.3333333333333333
Nasus,NONE,Baixa,0.6190476190476191
Nasus,TOP,Alta,0.6451612903225806
Nasus,TOP,Baixa,0.5333333333333333
Nautilus,BOTTOM,Alta,0.5376344086021505
Nautilus,BOTTOM,Baixa,0.48704663212435234
Nautilus,JUNGLE,Alta,0.7
Nautilus,JUNGLE,Baixa,0.0
Nautilus,MIDDLE,Alta,0.5263157894736842
Nautilus,MIDDLE,Baixa,0.631578947368421
Nautilus,NONE,Alta,0.4714285714285714
Nautilus,NONE,Baixa,0.35714285714285715
Nautilus,TOP,Alta,0.5384615384615384
Nautilus,TOP,Baixa,1.0
Neeko,BOTTOM,Alta,0.631578947368421
Neeko,BOTTOM,Baixa,0.4864864864864865
Neeko,JUNGLE,Baixa,0.5
Neeko,MIDDLE,Alta,0.5151515151515151
Neeko,MIDDLE,Baixa,0.2
Neeko,NONE,Alta,0.5
Neeko,NONE,Baixa,0.5
Neeko,TOP,Alta,0.5
Neeko,TOP,Baixa,0.3333333333333333
Nidalee,BOTTOM,Alta,1.0
Nidalee,BOTTOM,Baixa,0.0
Nidalee,JUNGLE,Alta,0.5185185185185185
Nidalee,JUNGLE,Baixa,0.41935483870967744
Nidalee,MIDDLE,Alta,0.6
Nidalee,MIDDLE,Baixa,1.0
Nidalee,NONE,Alta,0.7368421052631579
Nidalee,NONE,Baixa,0.2222222222222222
Nidalee,TOP,Alta,0.6363636363636364
Nilah,BOTTOM,Alta,0.5769230769230769
Nilah,BOTTOM,Baixa,0.4827586206896552
Nilah,JUNGLE,Alta,0.75
Nilah,JUNGLE,Baixa,1.0
Nilah,MIDDLE,Alta,0.75
Nilah,MIDDLE,Baixa,0.5
Nilah,NONE,Alta,0.4166666666666667
Nilah,NONE,Baixa,0.5
Nilah,TOP,Baixa,1.0
Nocturne,BOTTOM,Baixa,1.0
Nocturne,JUNGLE,Alta,0.509090909090909
Nocturne,JUNGLE,Baixa,0.4774774774774775
Nocturne,NONE,Alta,0.5
Nocturne,NONE,Baixa,0.5
Nocturne,TOP,Baixa,0.0
Nunu,BOTTOM,Alta,0.0
Nunu,BOTTOM,Baixa,0.0
Nunu,JUNGLE,Alta,0.5
Nunu,JUNGLE,Baixa,0.5135135135135135
Nunu,MIDDLE,Alta,0.46153846153846156
Nunu,MIDDLE,Baixa,0.0
Nunu,NONE,Alta,0.5333333333333333
Nunu,NONE,Baixa,0.4
Nunu,TOP,Baixa,0.0
Olaf,JUNGLE,Alta,0.4
Olaf,JUNGLE,Baixa,0.5454545454545454
Olaf,MIDDLE,Alta,0.75
Olaf,MIDDLE,Baixa,1.0
Olaf,NONE,Alta,0.6
Olaf,NONE,Baixa,0.3333333333333333
Olaf,TOP,Alta,0.5172413793103449
Olaf,TOP,Baixa,0.4444444444444444
Orianna,BOTTOM,Baixa,0.6666666666666666
Orianna,MIDDLE,Alta,0.5853658536585366
Orianna,MIDDLE,Baixa,0.4647887323943662
Orianna,NONE,Alta,0.3333333333333333
Orianna,NONE,Baixa,0.3181818181818182
Orianna,TOP,Alta,0.5714285714285714
Orianna,TOP,Baixa,0.5
Ornn,BOTTOM,Baixa,1.0
Ornn,JUNGLE,Alta,1.0
Ornn,JUNGLE,Baixa,0.42857142857142855
Ornn,MIDDLE,Alta,0.75
Ornn,MIDDLE,Baixa,0.5
Ornn,NONE,Alta,0.5
Ornn,NONE,Baixa,0.4375
Ornn,TOP,Alta,0.5
Ornn,TOP,Baixa,0.4642857142857143
Pantheon,BOTTOM,Alta,0.6666666666666666
Pantheon,BOTTOM,Baixa,0.5263157894736842
Pantheon,JUNGLE,Alta,0.6
Pantheon,JUNGLE,Baixa,0.47058823529411764
Pantheon,MIDDLE,Alta,0.5
Pantheon,MIDDLE,Baixa,0.6363636363636364
Pantheon,NONE,Alta,0.6923076923076923
Pantheon,NONE,Baixa,0.23076923076923078
Pantheon,TOP,Alta,0.5862068965517241
Pantheon,TOP,Baixa,0.4722222222222222
Poppy,BOTTOM,Alta,0.5882352941176471
Poppy,BOTTOM,Baixa,0.5357142857142857
Poppy,JUNGLE,Alta,0.5714285714285714
Poppy,JUNGLE,Baixa,0.4473684210526316
Poppy,MIDDLE,Alta,0.7058823529411765
Poppy,MIDDLE,Baixa,0.6111111111111112
Poppy,NONE,Alta,0.6666666666666666
Poppy,NONE,Baixa,0.55
Poppy,TOP,Alta,0.5268817204301075
Poppy,TOP,Baixa,0.36363636363636365
Pyke,BOTTOM,Alta,0.5379746835443038
Pyke,BOTTOM,Baixa,0.34375
Pyke,JUNGLE,Alta,0.6666666666666666
Pyke,JUNGLE,Baixa,0.3333333333333333
Pyke,MIDDLE,Alta,0.3793103448275862
Pyke,MIDDLE,Baixa,0.3076923076923077
Pyke,NONE,Alta,0.6060606060606061
Pyke,NONE,Baixa,0.28
Pyke,TOP,Alta,0.6666666666666666
Pyke,TOP,Baixa,1.0
Qiyana,JUNGLE,Alta,0.0
Qiyana,JUNGLE,Baixa,0.25
Qiyana,MIDDLE,Alta,0.45454545454545453
Qiyana,MIDDLE,Baixa,0.4482758620689655
Qiyana,NONE,Alta,0.8333333333333334
Qiyana,NONE,Baixa,0.3333333333333333
Qiyana,TOP,Alta,0.6666666666666666
Qiyana,TOP,Baixa,0.75
Quinn,BOTTOM,Alta,1.0
Quinn,JUNGLE,Alta,0.5333333333333333
Quinn,JUNGLE,Baixa,0.46153846153846156
Quinn,MIDDLE,Alta,0.7777777777777778
Quinn,MIDDLE,Baixa,0.6666666666666666
Quinn,NONE,Alta,0.6428571428571429
Quinn,NONE,Baixa,0.375
Quinn,TOP,Alta,0.42105263157894735
Quinn,TOP,Baixa,0.6
Rakan,BOTTOM,Alta,0.5078125
Rakan,BOTTOM,Baixa,0.4666666666666667
Rakan,JUNGLE,Alta,1.0
Rakan,MIDDLE,Alta,0.5
Rakan,MIDDLE,Baixa,0.2727272727272727
Rakan,NONE,Alta,0.4117647058823529
Rakan,NONE,Baixa,0.42424242424242425
Rakan,TOP,Alta,0.0
Rakan,TOP,Baixa,0.6666666666666666
Rammus,BOTTOM,Baixa,1.0
Rammus,JUNGLE,Alta,0.45454545454545453
Rammus,JUNGLE,Baixa,0.5897435897435898
Rammus,NONE,Alta,0.8
Rammus,NONE,Baixa,0.625
Rammus,TOP,Baixa,0.5
RekSai,JUNGLE,Alta,0.46987951807228917
RekSai,JUNGLE,Baixa,0.4473684210526316
RekSai,MIDDLE,Alta,0.0
RekSai,NONE,Alta,0.8
RekSai,NONE,Baixa,0.3333333333333333
RekSai,TOP,Alta,0.6666666666666666
RekSai,TOP,Baixa,0.42857142857142855
Rell,BOTTOM,Alta,0.43434343434343436
Rell,BOTTOM,Baixa,0.48360655737704916
Rell,JUNGLE,Alta,0.3333333333333333
Rell,MIDDLE,Alta,0.5882352941176471
Rell,MIDDLE,Baixa,0.2
Rell,NONE,Alta,0.42857142857142855
Rell,NONE,Baixa,0.5925925925925926
Rell,TOP,Alta,0.0
Rell,TOP,Baixa,1.0
Renata,BOTTOM,Alta,0.5
Renata,BOTTOM,Baixa,0.36486486486486486
Renata,JUNGLE,Alta,1.0
Renata,JUNGLE,Baixa,1.0
Renata,MIDDLE,Alta,0.3333333333333333
Renata,MIDDLE,Baixa,0.0
Renata,NONE,Alta,0.5
Renata,NONE,Baixa,0.6842105263157895
Renata,TOP,Baixa,1.0
Renekton,BOTTOM,Alta,0.0
Renekton,BOTTOM,Baixa,0.0
Renekton,JUNGLE,Alta,0.6129032258064516
Renekton,JUNGLE,Baixa,0.36666666666666664
Renekton,MIDDLE,Alta,0.7272727272727273
Renekton,MIDDLE,Baixa,0.46153846153846156
Renekton,NONE,Alta,0.40540540540540543
Renekton,NONE,Baixa,0.47058823529411764
Renekton,TOP,Alta,0.58
Renekton,TOP,Baixa,0.425
Rengar,BOTTOM,Alta,0.5185185185185185
Rengar,JUNGLE,Alta,0.46153846153846156
Rengar,JUNGLE,Baixa,0.48484848484848486
Rengar,MIDDLE,Alta,0.0
Rengar,NONE,Alta,0.6296296296296297
Rengar,NONE,Baixa,0.3
Rengar,TOP,Alta,0.14285714285714285
Rengar,TOP,Baixa,0.75
Riven,JUNGLE,Alta,0.6578947368421053
Riven,JUNGLE,Baixa,0.8
Riven,MIDDLE,Alta,0.68
Riven,MIDDLE,Baixa,0.3333333333333333
Riven,NONE,Alta,0.5
Riven,NONE,Baixa,0.3333333333333333
Riven,TOP,Alta,0.5370370370370371
Riven,TOP,Baixa,0.5813953488372093
Rumble,BOTTOM,Alta,0.4
Rumble,BOTTOM,Baixa,0.75
Rumble,JUNGLE,Alta,0.6363636363636364
Rumble,JUNGLE,Baixa,0.6
Rumble,MIDDLE,Alta,0.2631578947368421
Rumble,MIDDLE,Baixa,0.375
Rumble,NONE,Alta,0.4
Rumble,NONE,Baixa,0.2777777777777778
Rumble,TOP,Alta,0.6222222222222222
Rumble,TOP,Baixa,0.4
Ryze,JUNGLE,Alta,1.0
Ryze,JUNGLE,Baixa,0.25
Ryze,MIDDLE,Alta,0.5660377358490566
Ryze,MIDDLE,Baixa,0.5
Ryze,NONE,Alta,0.5384615384615384
Ryze,NONE,Baixa,0.4
Ryze,TOP,Alta,0.5151515151515151
Ryze,TOP,Baixa,0.2777777777777778
Samira,BOTTOM,Alta,0.5227272727272727
Samira,BOTTOM,Baixa,0.44761904761904764
Samira,JUNGLE,Alta,1.0
Samira,MIDDLE,Alta,0.8181818181818182
Samira,MIDDLE,Baixa,0.45454545454545453
Samira,NONE,Alta,0.6190476190476191
Samira,NONE,Baixa,0.625
Samira,TOP,Alta,0.6
Samira,TOP,Baixa,0.3333333333333333
Sejuani,BOTTOM,Alta,1.0
Sejuani,BOTTOM,Baixa,0.0
Sejuani,JUNGLE,Alta,0.5833333333333334
Sejuani,JUNGLE,Baixa,0.46601941747572817
Sejuani,MIDDLE,Baixa,0.5
Sejuani,NONE,Alta,0.8
Sejuani,NONE,Baixa,0.625
Sejuani,TOP,Baixa,0.2
Senna,BOTTOM,Alta,0.6410256410256411
Senna,BOTTOM,Baixa,0.4578313253012048
Senna,JUNGLE,Alta,0.8
Senna,JUNGLE,Baixa,0.6666666666666666
Senna,MIDDLE,Alta,0.5
Senna,MIDDLE,Baixa,0.375
Senna,NONE,Alta,0.3235294117647059
Senna,NONE,Baixa,0.5666666666666667
Senna,TOP,Alta,0.75
Senna,TOP,Baixa,0.8333333333333334
Seraphine,BOTTOM,Alta,0.5983606557377049
Seraphine,BOTTOM,Baixa,0.5576923076923077
Seraphine,JUNGLE,Alta,1.0
Seraphine,JUNGLE,Baixa,1.0
Seraphine,MIDDLE,Alta,0.46153846153846156
Seraphine,MIDDLE,Baixa,0.5
Seraphine,NONE,Alta,0.6086956521739131
Seraphine,NONE,Baixa,0.5714285714285714
Seraphine,TOP,Alta,0.8333333333333334
Seraphine,TOP,Baixa,0.0
Sett,JUNGLE,Alta,0.7
Sett,JUNGLE,Baixa,0.5
Sett,MIDDLE,Alta,0.625
Sett,MIDDLE,Baixa,0.42857142857142855
Sett,NONE,Alta,0.4375
Sett,NONE,Baixa,0.35294117647058826
Sett,TOP,Alta,0.5070422535211268
Sett,TOP,Baixa,0.4339622641509434
Shaco,BOTTOM,Alta,0.5
Shaco,BOTTOM,Baixa,0.3333333333333333
Shaco,JUNGLE,Alta,0.43157894736842106
Shaco,JUNGLE,Baixa,0.4897959183673469
Shaco,MIDDLE,Alta,0.4
Shaco,NONE,Alta,0.3333333333333333
Shaco,NONE,Baixa,0.5555555555555556
Shaco,TOP,Alta,0.5
Shaco,TOP,Baixa,0.5
Shen,BOTTOM,Alta,0.13333333333333333
Shen,BOTTOM,Baixa,0.5
Shen,JUNGLE,Alta,0.65
Shen,JUNGLE,Baixa,0.3888888888888889
Shen,MIDDLE,Alta,0.5882352941176471
Shen,MIDDLE,Baixa,1.0
Shen,NONE,Alta,0.625
Shen,NONE,Baixa,0.4583333333333333
Shen,TOP,Alta,0.48484848484848486
Shen,TOP,Baixa,0.5454545454545454
Shyvana,JUNGLE,Alta,0.5192307692307693
Shyvana,JUNGLE,Baixa,0.4489795918367347
Shyvana,MIDDLE,Baixa,0.5
Shyvana,NONE,Alta,0.3333333333333333
Shyvana,NONE,Baixa,0.0
Shyvana,TOP,Alta,0.0
Shyvana,TOP,Baixa,0.5
Singed,BOTTOM,Alta,0.4230769230769231
Singed,BOTTOM,Baixa,1.0
Singed,JUNGLE,Alta,0.43478260869565216
Singed,JUNGLE,Baixa,0.25
Singed,MIDDLE,Alta,0.3888888888888889
Singed,MIDDLE,Baixa,0.0
Singed,NONE,Alta,0.36363636363636365
Singed,NONE,Baixa,0.0
Singed,TOP,Alta,0.6216216216216216
Singed,TOP,Baixa,0.42857142857142855
Sion,BOTTOM,Alta,0.5
Sion,BOTTOM,Baixa,0.0
Sion,JUNGLE,Alta,0.53125
Sion,JUNGLE,Baixa,0.3333333333333333
Sion,MIDDLE,Alta,0.6111111111111112
Sion,MIDDLE,Baixa,0.5555555555555556
Sion,NONE,Alta,0.3333333333333333
Sion,NONE,Baixa,0.6363636363636364
Sion,TOP,Alta,0.4716981132075472
Sion,TOP,Baixa,0.5151515151515151
Sivir,BOTTOM,Alta,0.6027397260273972
Sivir,BOTTOM,Baixa,0.6039603960396039
Sivir,JUNGLE,Alta,1.0
Sivir,JUNGLE,Baixa,1.0
Sivir,MIDDLE,Alta,0.8
Sivir,MIDDLE,Baixa,0.5
Sivir,NONE,Alta,0.6
Sivir,NONE,Baixa,0.3157894736842105
Sivir,TOP,Alta,0.6666666666666666
Sivir,TOP,Baixa,0.5
Skarner,BOTTOM,Alta,1.0
Skarner,BOTTOM,Baixa,0.375
Skarner,JUNGLE,Alta,0.4936708860759494
Skarner,JUNGLE,Baixa,0.5057471264367817
Skarner,MIDDLE,Alta,1.0
Skarner,MIDDLE,Baixa,0.25
Skarner,NONE,Alta,0.4666666666666667
Skarner,NONE,Baixa,0.5555555555555556
Skarner,TOP,Alta,0.6341463414634146
Skarner,TOP,Baixa,0.42857142857142855
Smolder,BOTTOM,Alta,0.43258426966292135
Smolder,BOTTOM,Baixa,0.49019607843137253
Smolder,JUNGLE,Alta,0.5714285714285714
Smolder,JUNGLE,Baixa,0.14285714285714285
Smolder,MIDDLE,Alta,0.36470588235294116
Smolder,MIDDLE,Baixa,0.33980582524271846
Smolder,NONE,Alta,0.3939393939393939
Smolder,NONE,Baixa,0.37037037037037035
Smolder,TOP,Alta,0.5384615384615384
Smolder,TOP,Baixa,0.4
Sona,BOTTOM,Alta,0.5217391304347826
Sona,BOTTOM,Baixa,0.5
Sona,JUNGLE,Alta,0.0
Sona,MIDDLE,Alta,0.5
Sona,MIDDLE,Baixa,0.25
Sona,NONE,Alta,0.5
Sona,NONE,Baixa,0.36363636363636365
Sona,TOP,Alta,1.0
Soraka,BOTTOM,Alta,0.5882352941176471
Soraka,BOTTOM,Baixa,0.5
Soraka,JUNGLE,Alta,0.5
Soraka,JUNGLE,Baixa,1.0
Soraka,MIDDLE,Alta,1.0
Soraka,MIDDLE,Baixa,0.42857142857142855
Soraka,NONE,Alta,0.6304347826086957
Soraka,NONE,Baixa,0.625
Soraka,TOP,Alta,0.6666666666666666
Swain,BOTTOM,Alta,0.5789473684210527
Swain,BOTTOM,Baixa,0.4857142857142857
Swain,JUNGLE,Baixa,1.0
Swain,MIDDLE,Alta,0.62
Swain,MIDDLE,Baixa,0.48148148148148145
Swain,NONE,Alta,0.5
Swain,NONE,Baixa,0.44
Swain,TOP,Alta,0.625
Swain,TOP,Baixa,0.5652173913043478
Sylas,BOTTOM,Alta,0.5454545454545454
Sylas,BOTTOM,Baixa,0.5
Sylas,JUNGLE,Alta,0.4583333333333333
Sylas,JUNGLE,Baixa,0.3
Sylas,MIDDLE,Alta,0.5606060606060606
Sylas,MIDDLE,Baixa,0.43089430894308944
Sylas,NONE,Alta,0.6071428571428571
Sylas,NONE,Baixa,0.475
Sylas,TOP,Alta,0.2916666666666667
Sylas,TOP,Baixa,0.35135135135135137
Syndra,BOTTOM,Alta,0.6
Syndra,BOTTOM,Baixa,0.0
Syndra,JUNGLE,Baixa,1.0
Syndra,MIDDLE,Alta,0.47863247863247865
Syndra,MIDDLE,Baixa,0.4489795918367347
Syndra,NONE,Alta,0.4583333333333333
Syndra,NONE,Baixa,0.45
Syndra,TOP,Alta,0.7272727272727273
Syndra,TOP,Baixa,0.3333333333333333
TahmKench,BOTTOM,Alta,0.5555555555555556
TahmKench,BOTTOM,Baixa,0.5609756097560976
TahmKench,JUNGLE,Alta,0.6666666666666666
TahmKench,JUNGLE,Baixa,0.375
TahmKench,MIDDLE,Alta,0.4117647058823529
TahmKench,MIDDLE,Baixa,0.5555555555555556
TahmKench,NONE,Alta,0.631578947368421
TahmKench,NONE,Baixa,0.6153846153846154
TahmKench,TOP,Alta,0.5853658536585366
TahmKench,TOP,Baixa,0.5454545454545454
Taliyah,BOTTOM,Alta,0.4
Taliyah,BOTTOM,Baixa,0.5
Taliyah,JUNGLE,Alta,0.46153846153846156
Taliyah,JUNGLE,Baixa,0.4032258064516129
Taliyah,MIDDLE,Alta,0.4838709677419355
Taliyah,MIDDLE,Baixa,0.5063291139240507
Taliyah,NONE,Alta,0.4583333333333333
Taliyah,NONE,Baixa,0.35714285714285715
Taliyah,TOP,Alta,0.8
Taliyah,TOP,Baixa,0.5555555555555556
Talon,JUNGLE,Alta,0.6
Talon,JUNGLE,Baixa,0.3333333333333333
Talon,MIDDLE,Alta,0.39285714285714285
Talon,MIDDLE,Baixa,0.43902439024390244
Talon,NONE,Alta,0.7857142857142857
Talon,NONE,Baixa,0.36363636363636365
Talon,TOP,Alta,0.8
Talon,TOP,Baixa,0.3333333333333333
Taric,BOTTOM,Alta,0.5238095238095238
Taric,BOTTOM,Baixa,0.6666666666666666
Taric,JUNGLE,Alta,0.55
Taric,MIDDLE,Alta,0.6
Taric,MIDDLE,Baixa,1.0
Taric,NONE,Alta,0.6
Taric,NONE,Baixa,0.6666666666666666
Taric,TOP,Alta,0.0
Teemo,BOTTOM,Baixa,0.2
Teemo,JUNGLE,Alta,1.0
Teemo,JUNGLE,Baixa,0.5357142857142857
Teemo,MIDDLE,Alta,0.5
Teemo,MIDDLE,Baixa,0.0
Teemo,NONE,Alta,0.3333333333333333
Teemo,NONE,Baixa,0.4
Teemo,TOP,Alta,0.42105263157894735
Teemo,TOP,Baixa,0.5294117647058824
Thresh,BOTTOM,Alta,0.4872448979591837
Thresh,BOTTOM,Baixa,0.46308724832214765
Thresh,JUNGLE,Alta,0.5
Thresh,JUNGLE,Baixa,0.0
Thresh,MIDDLE,Alta,0.6785714285714286
Thresh,MIDDLE,Baixa,0.5294117647058824
Thresh,NONE,Alta,0.5555555555555556
Thresh,NONE,Baixa,0.2903225806451613
Thresh,TOP,Alta,0.3333333333333333
Thresh,TOP,Baixa,0.5555555555555556
Tristana,BOTTOM,Alta,0.4074074074074074
Tristana,BOTTOM,Baixa,0.4625
Tristana,JUNGLE,Alta,0.0
Tristana,JUNGLE,Baixa,0.5
Tristana,MIDDLE,Alta,0.5789473684210527
Tristana,MIDDLE,Baixa,0.4470588235294118
Tristana,NONE,Alta,0.6
Tristana,NONE,Baixa,0.4411764705882353
Tristana,TOP,Alta,0.5
Tristana,TOP,Baixa,0.5625
Trundle,BOTTOM,Baixa,1.0
Trundle,JUNGLE,Alta,0.5263157894736842
Trundle,JUNGLE,Baixa,0.7333333333333333
Trundle,MIDDLE,Alta,0.8
Trundle,MIDDLE,Baixa,0.75
Trundle,NONE,Alta,0.3333333333333333
Trundle,NONE,Baixa,0.75
Trundle,TOP,Alta,0.4909090909090909
Trundle,TOP,Baixa,0.56
Tryndamere,BOTTOM,Baixa,0.0
Tryndamere,JUNGLE,Alta,0.5833333333333334
Tryndamere,JUNGLE,Baixa,0.625
Tryndamere,MIDDLE,Alta,0.875
Tryndamere,MIDDLE,Baixa,1.0
Tryndamere,NONE,Alta,0.6296296296296297
Tryndamere,NONE,Baixa,0.3333333333333333
Tryndamere,TOP,Alta,0.6
Tryndamere,TOP,Baixa,0.3103448275862069
TwistedFate,BOTTOM,Alta,0.16666666666666666
TwistedFate,BOTTOM,Baixa,0.6666666666666666
TwistedFate,JUNGLE,Alta,0.5
TwistedFate,JUNGLE,Baixa,0.14285714285714285
TwistedFate,MIDDLE,Alta,0.4888888888888889
TwistedFate,MIDDLE,Baixa,0.4461538461538462
TwistedFate,NONE,Alta,0.3333333333333333
TwistedFate,NONE,Baixa,0.29411764705882354
TwistedFate,TOP,Alta,0.38095238095238093
TwistedFate,TOP,Baixa,0.3333333333333333
Twitch,BOTTOM,Alta,0.5584415584415584
Twitch,BOTTOM,Baixa,0.3684210526315789
Twitch,JUNGLE,Alta,0.42857142857142855
Twitch,JUNGLE,Baixa,0.0
Twitch,MIDDLE,Alta,0.6
Twitch,MIDDLE,Baixa,0.6
Twitch,NONE,Alta,0.5238095238095238
Twitch,NONE,Baixa,0.5555555555555556
Twitch,TOP,Alta,0.0
Twitch,TOP,Baixa,0.0
Udyr,BOTTOM,Alta,0.5
Udyr,JUNGLE,Alta,0.5241379310344828
Udyr,JUNGLE,Baixa,0.4222222222222222
Udyr,MIDDLE,Alta,0.0
Udyr,NONE,Alta,0.5142857142857142
Udyr,NONE,Baixa,0.5714285714285714
Udyr,TOP,Alta,0.375
Udyr,TOP,Baixa,0.5
Urgot,JUNGLE,Alta,0.4444444444444444
Urgot,JUNGLE,Baixa,0.75
