player_lane,0,1,2,3
BOTTOM,0.5395475675693399,0.39904033936538086,0.9441666666666666,0.0
JUNGLE,0.538292813747959,0.46643702413399374,0.8674464851533935,0.0
MIDDLE,0.5704395312711414,0.44264466120679025,0.757565389970082,
NONE,,,,0.4956259127668773
TOP,0.5987460655904153,0.4392883154902814,0.7792857824187748,0.0
