player_champion,Aatrox,Ahri,Akali,Akshan,Alistar,Ambessa,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Aurora,Azir,Bard,Belveth,Blitzcrank,Brand,Braum,Briar,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,DrMundo,Draven,Ekko,Elise,Evelynn,Ezreal,FiddleSticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Gwen,Hecarim,Heimerdinger,Hwei,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,KSante,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,Milio,MissFortune,MonkeyKing,Mordekaiser,Morgana,Naafiri,Nami,Nasus,Nautilus,Neeko,Nidalee,Nilah,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renata,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Smolder,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vex,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Zeri,Ziggs,Zilean,Zoe,Zyra
Ashe,0.6052631578947368,0.0,0.36363636363636365,1.0,0.0,0.4166666666666667,0.0,0.5,1.0,0.0,0.75,0.0,0.5555555555555556,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.3333333333333333,0.3333333333333333,0.5,0.5517241379310345,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2857142857142857,0.5,0.4,0.3,0.5,0.7333333333333333,1.0,0.4,0.3333333333333333,0.5714285714285714,0.5384615384615384,1.0,0.0,0.0,0.5714285714285714,0.5384615384615384,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.9166666666666666,0.0,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5833333333333334,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.0,0.2222222222222222,0.5,0.29411764705882354,0.0,0.0,0.2222222222222222,0.0,0.0,0.5,0.0,0.0,0.6285714285714286,0.0,0.4583333333333333,0.36363636363636365,0.7142857142857143,0.0,0.0,0.0,0.0,0.5789473684210527,0.0,0.4375,0.0,0.3,0.45454545454545453,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.375,0.0,1.0,0.25,0.6,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.6428571428571429,0.7142857142857143,0.0,0.0,0.0,0.6,0.7142857142857143,0.6,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0
AurelionSol,0.7142857142857143,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4444444444444444,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Aurora,0.18181818181818182,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877551020408163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.8,0.6,1.0,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.75,1.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azir,0.4,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.5,0.3333333333333333,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.375,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.6,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.6666666666666666,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bard,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.75,0.5714285714285714,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Belveth,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.5,1.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8333333333333334,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blitzcrank,0.4,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.4444444444444444,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brand,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8181818181818182,0.0,0.25,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2857142857142857,0.8,0.3333333333333333,0.2,1.0,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.625,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,1.0,0.25,0.5,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
Braum,0.5333333333333333,0.0,0.6666666666666666,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.25,0.6666666666666666,0.6666666666666666,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.6666666666666666,0.36363636363636365,0.0,0.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.5,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.2,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,0.0,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,0.0
Briar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.25,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caitlyn,0.4,1.0,0.45454545454545453,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.47058823529411764,0.5,0.3333333333333333,0.0,0.5862068965517241,0.0,0.42857142857142855,0.0,0.0,1.0,0.0,1.0,0.0,0.4827586206896552,0.0,0.0,0.5,0.3157894736842105,0.6875,0.47619047619047616,0.0,0.4375,1.0,0.0,0.0,0.2727272727272727,0.48148148148148145,1.0,0.0,0.0,0.5405405405405406,0.7692307692307693,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.4,0.5,0.5,0.0,0.46153846153846156,0.0,0.0,0.42857142857142855,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.3333333333333333,0.0,0.0,0.0,0.42857142857142855,0.5161290322580645,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.625,0.46153846153846156,0.9090909090909091,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.40625,0.0,0.6129032258064516,0.25,0.6,0.0,0.0,1.0,0.0,0.55,0.0,0.4444444444444444,0.0,0.4,0.4166666666666667,0.0,0.14285714285714285,0.6,0.0,0.0,0.3333333333333333,0.5,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.5,0.25,0.5,0.0,0.0,0.75,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6470588235294118,0.6666666666666666,0.5,0.0,0.0,0.0,0.5454545454545454,0.5263157894736842,0.7142857142857143,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0
Camille,0.5555555555555556,1.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5289855072463768,0.0,0.0,0.0,0.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,1.0,0.5,0.4,0.6,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.75,0.16666666666666666,0.0,0.0,1.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.7142857142857143,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.75,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.75,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Cassiopeia,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.35714285714285715,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chogath,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.46511627906976744,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corki,0.3333333333333333,0.0,0.6,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.6666666666666666,0.5,0.5555555555555556,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6,1.0,0.25,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2857142857142857,0.5,1.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.375,0.0,0.0,1.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.8,0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.16666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.5,0.0,0.0,1.0,0.0,0.0,0.4,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
Darius,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Diana,0.42857142857142855,0.0,0.2,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.5,0.0,0.4444444444444444,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.3,0.7,0.25,0.6363636363636364,1.0,0.42857142857142855,0.0,1.0,0.0,0.5714285714285714,0.45454545454545453,0.0,0.0,0.0,0.1111111111111111,0.45454545454545453,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6666666666666666,0.0,0.4,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.47368421052631576,0.0,0.5909090909090909,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.6,0.0,0.625,1.0,0.625,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.8,0.6,0.0,0.0,0.0,0.7777777777777778,0.46153846153846156,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
